age,season,voting_phase,avg_score,score_trend,partner_id,judge_count,industry_encoded,is_usa,partner_win_rate,industry_avg_placement
39,8,2,21.8,0.7272727272727288,24,3,1,1,0.0,6.2631578947368425
17,8,2,26.454545454545453,0.5272727272727279,18,3,1,1,0.47619047619047616,6.2631578947368425
58,8,2,13.0,-1.0000000000000009,12,3,12,1,0.2222222222222222,10.0
50,8,2,17.5,0.9999999999999986,3,3,3,1,0.14285714285714285,6.885245901639344
29,8,2,22.9375,0.8869047619047604,16,3,3,1,0.4,6.885245901639344
34,8,2,25.555555555555557,0.633333333333335,19,3,3,1,0.5294117647058824,6.885245901639344
34,8,2,15.833333333333334,0.19999999999999948,23,3,4,0,0.3333333333333333,6.686567164179104
30,8,2,17.25,-0.7000000000000002,25,3,4,1,0.3333333333333333,6.686567164179104
26,8,2,26.681818181818183,0.27272727272727326,8,3,4,1,0.14285714285714285,6.686567164179104
34,9,2,18.9999,0.0,2,3,0,1,0.18181818181818182,6.75
45,9,2,20.0,-2.4999999999999942,7,3,0,1,0.29411764705882354,6.75
33,9,2,22.833316666666665,0.5999857142857122,18,3,0,1,0.47619047619047616,6.75
45,9,2,24.214257142857143,0.2678785714285708,23,3,0,1,0.3333333333333333,6.75
39,9,2,18.75,-1.7000000000000008,9,3,1,1,0.18181818181818182,6.2631578947368425
27,9,2,23.999959999999998,-0.6999600000000025,1,3,1,1,0.2,6.2631578947368425
21,9,2,21.333299999999998,-0.28568571428571266,24,3,1,1,0.0,6.2631578947368425
43,9,2,19.357114285714285,0.8749857142857147,26,3,1,1,0.0,6.2631578947368425
30,9,2,27.055533333333333,0.1500050000000014,19,3,2,0,0.5294117647058824,8.882352941176471
46,9,2,18.99995,-1.9999000000000016,8,3,2,1,0.14285714285714285,8.882352941176471
62,9,2,17.666633333333333,-2.4999500000000006,10,3,13,1,0.32,10.333333333333334
42,9,2,18.9999,0.0,3,3,3,1,0.14285714285714285,6.885245901639344
21,9,2,25.8124625,-0.11309404761904765,12,3,3,1,0.2222222222222222,6.885245901639344
29,9,2,28.433299999999996,-0.012127272727272268,25,3,3,1,0.3333333333333333,6.885245901639344
51,9,2,26.46662,0.10100121212121334,14,3,3,1,0.2857142857142857,6.885245901639344
24,9,2,24.472159999999995,0.20909090909090877,5,3,4,0,0.09090909090909091,6.686567164179104
32,10,2,17.625,0.5500000000000009,2,3,0,0,0.18181818181818182,6.75
38,10,2,19.0,1.9999999999999953,18,3,0,1,0.47619047619047616,6.75
40,10,2,20.999975,0.6785642857142847,5,3,0,1,0.09090909090909091,6.75
80,10,2,13.0,-0.4999999999999987,4,3,14,1,0.25,10.0
32,10,2,22.166655555555554,1.2083316666666668,10,3,1,1,0.32,6.2631578947368425
24,10,2,26.288869999999996,0.47877757575757607,9,3,1,1,0.18181818181818182,6.2631578947368425
42,10,2,23.428542857142855,1.053557142857142,27,3,2,0,0.0,8.882352941176471
31,10,2,28.07776,0.545449696969698,19,3,3,1,0.5294117647058824,6.885245901639344
32,10,2,24.94998,0.8272618181818187,7,3,6,1,0.29411764705882354,6.5
35,10,2,15.4,-0.10000000000000218,8,3,4,1,0.14285714285714285,6.686567164179104
32,10,2,21.333316666666665,0.914271428571427,24,3,4,1,0.0,6.686567164179104
58,11,2,15.0,0.0,14,3,0,1,0.2857142857142857,6.75
76,11,2,19.1,0.44999999999999996,22,3,0,1,0.0,6.75
19,11,2,25.58331,0.990901212121212,23,3,0,1,0.3333333333333333,6.75
50,11,2,27.9,0.8969696969696979,19,3,0,1,0.5294117647058824,6.75
41,11,2,25.0,1.982142857142857,10,3,1,0,0.32,6.2631578947368425
39,11,2,23.1249875,1.2976154761904755,9,3,1,1,0.18181818181818182,6.2631578947368425
41,11,2,17.0,1.500000000000002,5,3,11,1,0.09090909090909091,8.75
57,11,2,14.0,-3.999999999999999,24,3,3,1,0.0,6.885245901639344
31,11,2,27.6111,1.3583316666666674,7,3,3,1,0.29411764705882354,6.885245901639344
28,11,2,16.75,-0.09999999999999927,12,3,4,1,0.2222222222222222,6.686567164179104
25,11,2,24.333299999999998,1.7713999999999992,8,3,4,1,0.14285714285714285,6.686567164179104
19,11,2,22.91664,1.1060557575757577,18,3,4,1,0.47619047619047616,6.686567164179104
49,12,2,24.11111111111111,0.4833333333333354,12,3,0,1,0.2222222222222222,6.75
22,12,2,26.76666,1.5151478787878794,18,3,0,1,0.47619047619047616,6.75
60,12,2,24.64999,0.8999945454545446,7,3,0,1,0.29411764705882354,6.75
35,12,2,26.76666,0.9757539393939395,14,3,1,0,0.2857142857142857,6.2631578947368425
54,12,2,18.75,1.5000000000000002,9,3,1,1,0.18181818181818182,6.2631578947368425
40,12,2,22.333333333333332,0.7428571428571435,10,3,1,1,0.32,6.2631578947368425
31,12,2,21.2,1.2999999999999983,25,3,2,0,0.3333333333333333,8.882352941176471
32,12,2,15.0,3.999999999999997,23,3,10,1,0.3333333333333333,8.25
21,12,2,24.375,1.3214285714285703,24,3,3,1,0.0,6.885245901639344
46,12,2,15.333333333333334,0.5000000000000013,8,3,4,1,0.14285714285714285,6.686567164179104
25,12,2,22.214285714285715,1.7321428571428572,5,3,4,1,0.09090909090909091,6.686567164179104
33,13,2,18.0,5.999999999999999,28,3,0,0,0.47368421052631576,6.75
40,13,2,22.071428571428573,0.9821428571428577,14,3,0,1,0.2857142857142857,6.75
42,13,2,26.59998,0.8363539393939392,19,3,0,1,0.5294117647058824,6.75
28,13,2,26.31665,0.6818090909090905,12,3,0,1,0.2222222222222222,6.75
31,13,2,14.0,0.0,29,3,1,1,0.13333333333333333,6.2631578947368425
30,13,2,23.055533333333333,0.5499866666666674,7,3,1,1,0.29411764705882354,6.2631578947368425
43,13,2,22.5,0.20000000000000065,8,3,3,1,0.14285714285714285,6.885245901639344
24,13,2,21.666666666666668,2.500000000000002,18,3,4,1,0.47619047619047616,6.686567164179104
41,13,2,19.4,0.5999999999999994,9,3,4,1,0.18181818181818182,6.686567164179104
42,13,2,18.833333333333332,0.7142857142857137,23,3,4,1,0.3333333333333333,6.686567164179104
51,13,2,21.125,0.6785714285714277,30,3,4,1,0.0,6.686567164179104
24,13,2,24.3833,1.2151357575757582,10,3,4,1,0.32,6.686567164179104
31,14,2,27.76666,0.6181781818181808,10,3,0,0,0.32,6.75
52,14,2,22.666666666666668,0.4999999999999999,9,3,0,1,0.18181818181818182,6.75
44,14,2,22.75,-0.4999999999999995,28,3,0,1,0.47368421052631576,6.75
35,14,2,25.928542857142855,0.9821285714285704,14,3,0,1,0.2857142857142857,6.75
20,14,2,25.999975,0.52380238095238,24,3,0,1,0.0,6.75
47,14,2,23.25,0.8690476190476175,7,3,0,1,0.29411764705882354,6.75
55,14,2,18.5,-3.0000000000000036,8,3,1,0,0.14285714285714285,6.2631578947368425
37,14,2,27.11665,0.7424200000000007,29,3,1,1,0.13333333333333333,6.2631578947368425
35,14,2,21.4,-1.734508547278239e-15,12,3,3,1,0.2222222222222222,6.885245901639344
67,14,2,22.0,0.2857142857142851,30,3,3,1,0.0,6.885245901639344
31,14,2,28.54999,0.3727266666666674,18,3,3,0,0.47619047619047616,6.885245901639344
33,14,2,26.72221111111111,0.7583316666666677,19,3,4,1,0.5294117647058824,6.686567164179104
36,15,2,29.1284375,0.8534869047619037,29,3,0,0,0.13333333333333333,6.75
28,15,2,28.125,1.6357142857142872,5,3,0,1,0.09090909090909091,6.75
61,15,2,25.1562375,1.0386845238095241,7,3,0,1,0.29411764705882354,6.75
36,15,2,28.13052,0.6526763636363639,28,3,0,1,0.47368421052631576,6.75
30,15,2,28.404299999999996,0.8546183333333343,12,3,1,1,0.2222222222222222,6.2631578947368425
43,15,2,28.117255555555555,0.6527666666666667,10,3,1,1,0.32,6.2631578947368425
20,15,2,29.35274,0.5813006060606076,19,3,1,1,0.5294117647058824,6.2631578947368425
45,15,2,17.0,0.0,30,3,2,0,0.0,8.882352941176471
37,15,2,23.333333333333332,2.000000000000001,24,3,8,0,0.0,5.0
35,15,2,21.5,1.9999999999999987,14,3,3,1,0.2857142857142857,6.885245901639344
36,15,2,22.666666666666668,1.2500000000000027,9,3,3,1,0.18181818181818182,6.885245901639344
21,15,2,23.0,4.1999999999999975,18,3,4,1,0.47619047619047616,6.686567164179104
29,15,2,29.33607,0.8132818181818181,8,3,4,1,0.14285714285714285,6.686567164179104
41,16,2,22.5,0.6999999999999998,14,3,0,0,0.2857142857142857,6.75
16,16,2,27.299979999999998,0.5333393939393946,28,3,0,1,0.47368421052631576,6.75
56,16,2,18.0,-6.000000000000002,30,3,1,1,0.0,6.2631578947368425
26,16,2,19.666666666666668,0.4000000000000011,31,3,1,1,0.4,6.2631578947368425
18,16,2,26.45,0.918181818181819,18,3,1,1,0.47619047619047616,6.2631578947368425
28,16,2,25.19997,0.7454551515151512,12,3,1,1,0.2222222222222222,6.2631578947368425
50,16,2,16.6,1.6999999999999995,10,3,11,1,0.32,8.75
47,16,2,18.928571428571427,0.10714285714285655,32,3,11,1,0.35714285714285715,8.75
48,16,2,17.0,-1.4999999999999996,8,3,3,1,0.14285714285714285,6.885245901639344
26,16,2,26.75,0.748484848484849,19,3,3,1,0.5294117647058824,6.885245901639344
52,16,2,18.75,0.30000000000000016,33,3,4,0,0.0,6.686567164179104
29,16,2,21.5,0.5238095238095236,29,3,4,1,0.13333333333333333,6.686567164179104
74,17,2,18.5,-1.2000000000000013,30,3,0,1,0.0,6.75
28,17,2,25.8125,0.9583333333333323,29,3,0,1,0.13333333333333333,6.75
39,17,2,26.555533333333333,0.41666333333333455,28,3,0,1,0.47368421052631576,6.75
43,17,2,25.699990000000003,0.9575751515151518,8,3,0,1,0.14285714285714285,6.75
24,17,2,28.515118181818185,0.8257454545454546,12,3,0,1,0.2222222222222222,6.75
27,17,2,28.53028181818182,0.8515090909090907,19,3,0,1,0.5294117647058824,6.75
41,17,2,17.5,0.9999999999999986,32,3,1,1,0.35714285714285715,6.2631578947368425
56,17,2,23.409072727272726,0.6499954545454545,34,3,11,1,0.0625,8.75
31,17,2,25.0,1.0999999999999985,18,3,3,1,0.47619047619047616,6.885245901639344
25,17,2,25.142857142857142,1.2142857142857137,35,3,4,0,0.16666666666666666,6.686567164179104
27,17,2,26.909063636363634,0.9045409090909091,10,3,4,0,0.32,6.686567164179104
57,17,2,15.666666666666666,1.0,36,3,4,1,0.0,6.686567164179104
76,18,2,15.0,-8.119847570969573e-16,34,3,0,1,0.0625,6.75
39,18,2,33.125,1.964285714285712,28,3,0,1,0.47368421052631576,6.75
23,18,2,33.0,0.9575757575757579,29,3,0,1,0.13333333333333333,6.75
37,18,2,30.799979999999998,0.9575648484848488,18,3,0,1,0.47619047619047616,6.75
33,18,2,20.5,1.0000000000000007,12,3,1,0,0.2222222222222222,6.2631578947368425
64,18,2,18.0,0.0,37,3,1,1,0.0,6.2631578947368425
26,18,2,34.166666666666664,1.5166666666666675,32,3,1,1,0.35714285714285715,6.2631578947368425
34,18,2,33.91666,1.1363600000000007,19,3,1,1,0.5294117647058824,6.2631578947368425
27,18,2,34.8,0.8969696969696986,7,3,1,1,0.29411764705882354,6.2631578947368425
55,18,2,27.5,2.2571428571428553,10,3,11,1,0.32,8.75
17,18,2,28.8,3.299999999999999,38,3,3,0,0.35714285714285715,6.885245901639344
46,18,2,29.571428571428573,2.3214285714285703,8,3,4,1,0.14285714285714285,6.686567164179104
42,19,2,28.5,0.2321428571428567,10,4,0,0,0.32,6.75
33,19,2,28.666666666666668,-0.4571428571428577,39,4,0,1,0.25,6.75
53,19,2,33.888888888888886,0.06666666666666674,40,4,0,1,0.08333333333333333,6.75
25,19,2,36.1818,0.7272636363636379,28,4,0,1,0.47368421052631576,6.75
42,19,2,36.72727272727273,0.5772727272727287,38,4,0,1,0.35714285714285715,6.75
32,19,2,22.0,0.0,41,4,1,1,0.1111111111111111,6.2631578947368425
51,19,2,28.333333333333332,-2.5,12,4,1,1,0.2222222222222222,6.2631578947368425
76,19,2,28.65,0.15454545454545576,29,4,11,0,0.13333333333333333,8.75
72,19,2,26.5,2.8000000000000016,8,4,15,1,0.14285714285714285,10.0
51,19,2,25.625,0.25000000000000083,34,4,8,1,0.0625,5.0
50,19,2,28.5,-1.0000000000000044,32,4,10,1,0.35714285714285715,8.25
18,19,2,36.04545454545455,0.5500000000000007,19,4,16,1,0.5294117647058824,5.0
17,19,2,35.16665454545455,0.5560545454545461,18,4,4,1,0.47619047619047616,6.686567164179104
68,20,2,26.8,0.6000000000000009,8,4,0,1,0.14285714285714285,6.75
14,20,2,33.92857142857143,1.8928571428571432,18,4,0,1,0.47619047619047616,6.75
23,20,2,36.3,1.0363636363636373,39,4,0,1,0.25,6.75
26,20,2,36.25,0.9606060606060609,28,4,0,1,0.47368421052631576,6.75
25,20,2,36.388888888888886,1.1083333333333352,19,4,1,0,0.5294117647058824,6.2631578947368425
25,20,2,27.0,0.8000000000000016,29,4,1,1,0.13333333333333333,6.2631578947368425
52,20,2,29.8125,0.47023809523809484,14,4,12,0,0.2857142857142857,10.0
21,20,2,23.333333333333332,-6.435939661150229e-16,41,4,2,1,0.1111111111111111,8.882352941176471
33,20,2,32.05,1.203030303030304,32,4,17,1,0.35714285714285715,3.0
39,20,2,26.5,8.999999999999995,34,4,3,1,0.0625,6.885245901639344
70,20,2,27.666666666666668,1.4285714285714295,40,4,3,1,0.08333333333333333,6.885245901639344
33,20,2,28.375,1.3452380952380945,38,4,4,1,0.35714285714285715,6.686567164179104
71,21,2,18.125,1.1499999999999997,9,3,0,1,0.18181818181818182,6.75
27,21,2,28.499977777777776,0.5999900000000015,18,3,0,1,0.47619047619047616,6.75
26,21,2,29.454527272727272,0.509087272727273,38,3,0,1,0.35714285714285715,6.75
43,21,2,16.75,3.499999999999998,12,3,1,0,0.2222222222222222,6.2631578947368425
22,21,2,26.727263636363638,0.28181363636363665,31,3,18,1,0.4,3.0
62,21,2,14.0,1.9999999999999976,41,3,3,1,0.1111111111111111,6.885245901639344
31,21,2,27.874975,1.1547452380952372,39,3,3,1,0.25,6.885245901639344
38,21,2,28.444444444444443,0.29166666666666674,28,3,3,1,0.47368421052631576,6.885245901639344
35,21,2,29.818181818181817,0.24090909090909143,32,3,3,1,0.35714285714285715,6.885245901639344
15,21,2,27.214285714285715,1.42857142857143,34,3,16,1,0.0625,5.0
17,21,2,30.318181818181817,0.4181818181818185,19,3,4,0,0.5294117647058824,6.686567164179104
37,21,2,15.25,6.499999999999996,8,3,4,1,0.14285714285714285,6.686567164179104
68,21,2,20.25,1.8714285714285703,5,3,4,1,0.09090909090909091,6.686567164179104
30,22,2,16.333333333333332,1.0000000000000022,40,3,0,0,0.08333333333333333,6.75
46,22,2,24.428571428571427,1.214285714285714,35,3,0,1,0.16666666666666666,6.75
34,22,2,25.8125,1.2678571428571415,41,3,0,1,0.1111111111111111,6.75
53,22,2,21.333333333333332,1.657142857142857,12,3,1,1,0.2222222222222222,6.2631578947368425
27,22,2,24.571428571428573,1.142857142857144,38,3,1,1,0.35714285714285715,6.2631578947368425
27,22,2,25.38888888888889,0.9000000000000014,32,3,1,1,0.35714285714285715,6.2631578947368425
22,22,2,27.76666,0.6848448484848498,18,3,1,1,0.47619047619047616,6.2631578947368425
72,22,2,13.0,-1.7001631767970826e-15,2,3,19,1,0.18181818181818182,12.0
26,22,2,27.84998,0.6272618181818189,29,3,2,1,0.13333333333333333,8.882352941176471
35,22,2,27.083319999999997,0.6575684848484848,28,3,5,1,0.47368421052631576,8.0
42,22,2,27.5,0.533333333333334,31,3,3,1,0.4,6.885245901639344
52,22,2,22.5,2.2000000000000006,8,3,4,1,0.14285714285714285,6.686567164179104
21,23,2,23.0,1.999999999999999,42,4,0,1,0.4444444444444444,6.75
60,23,2,26.857142857142858,1.3928571428571412,40,4,0,1,0.08333333333333333,6.75
64,23,2,28.333333333333332,0.7500000000000001,19,4,0,1,0.5294117647058824,6.75
32,23,2,26.0,0.9047619047619051,10,4,1,1,0.32,6.2631578947368425
30,23,2,30.939372727272726,0.9424136363636371,31,4,1,1,0.4,6.2631578947368425
16,23,2,32.98483636363637,0.6924181818181826,28,4,1,1,0.47368421052631576,6.2631578947368425
32,23,2,24.833333333333332,0.5428571428571413,7,4,2,1,0.29411764705882354,8.882352941176471
66,23,2,21.666666666666668,1.5000000000000029,34,4,13,1,0.0625,10.333333333333334
29,23,2,32.772690909090905,0.7727145454545461,32,4,8,0,0.35714285714285715,5.0
57,23,2,24.75,-2.9,39,4,3,1,0.25,6.885245901639344
48,23,2,24.25,-0.900000000000001,38,4,3,1,0.35714285714285715,6.885245901639344
32,23,2,30.90909090909091,0.9727272727272732,33,4,3,1,0.0,6.885245901639344
36,23,2,29.45,0.57878787878788,35,4,4,1,0.16666666666666666,6.686567164179104
66,24,2,23.333333333333332,1.5000000000000029,41,4,0,0,0.1111111111111111,6.75
64,24,2,23.5,2.6000000000000005,43,4,0,1,0.0,6.75
30,24,2,32.833333333333336,1.6857142857142837,7,4,0,1,0.29411764705882354,6.75
47,24,2,32.5,1.3571428571428548,40,4,1,1,0.08333333333333333,6.2631578947368425
29,24,2,28.4375,1.0059523809523805,32,4,1,1,0.35714285714285715,6.2631578947368425
20,24,2,35.166666666666664,1.0916666666666677,35,4,1,1,0.16666666666666666,6.2631578947368425
40,24,2,31.28333,0.8696951515151523,31,4,1,1,0.4,6.2631578947368425
32,24,2,35.16666,1.0545418181818178,34,4,1,1,0.0625,6.2631578947368425
46,24,2,19.5,4.999999999999996,38,4,11,1,0.35714285714285715,8.75
45,24,2,28.0,1.7999999999999972,33,4,3,1,0.0,6.885245901639344
20,24,2,35.883320000000005,1.2575684848484847,28,4,3,1,0.47368421052631576,6.885245901639344
36,24,2,29.071428571428573,1.7500000000000016,29,4,4,1,0.13333333333333333,6.686567164179104
21,25,2,21.5,1.3499999999999983,33,3,0,0,0.0,6.75
31,25,2,26.888869999999997,1.4363533333333338,38,3,0,1,0.35714285714285715,6.75
23,25,2,29.5,1.3636363636363644,31,3,0,1,0.4,6.75
43,25,2,20.25,1.6999999999999986,32,3,1,1,0.35714285714285715,6.2631578947368425
33,25,2,24.5,1.8214285714285712,40,3,1,1,0.08333333333333333,6.2631578947368425
43,25,2,23.9375,1.75595238095238,10,3,1,1,0.32,6.2631578947368425
22,25,2,25.38888888888889,0.9833333333333345,28,3,1,1,0.47368421052631576,6.2631578947368425
68,25,2,15.5,2.999999999999997,41,3,12,1,0.1111111111111111,10.0
31,25,2,28.65,1.3000000000000003,18,3,20,1,0.47619047619047616,2.0
47,25,2,18.75,3.499999999999997,44,3,3,1,0.2222222222222222,6.885245901639344
43,25,2,21.333333333333332,1.4285714285714277,29,3,3,1,0.13333333333333333,6.885245901639344
39,25,2,25.2,1.4484848484848487,34,3,4,0,0.0625,6.686567164179104
36,25,2,25.5,1.57142857142857,7,3,4,0,0.29411764705882354,6.686567164179104
27,26,2,19.0,0.0,40,3,1,1,0.08333333333333333,6.2631578947368425
44,26,2,18.0,0.0,34,3,1,1,0.0625,6.2631578947368425
71,26,2,23.25,12.499999999999993,31,3,1,1,0.4,6.2631578947368425
21,26,2,27.5,14.999999999999995,33,3,1,1,0.0,6.2631578947368425
37,26,2,27.166666666666668,4.0000000000000036,41,3,1,1,0.1111111111111111,6.2631578947368425
29,26,2,29.0,6.0000000000000036,38,3,1,1,0.35714285714285715,6.2631578947368425
25,26,2,31.666666666666668,6.000000000000008,44,3,1,1,0.2222222222222222,6.2631578947368425
47,26,2,29.75,1.7000000000000015,35,3,1,1,0.16666666666666666,6.2631578947368425
30,26,2,30.5,2.000000000000002,32,3,1,1,0.35714285714285715,6.2631578947368425
28,26,2,32.75,1.899999999999999,42,3,1,1,0.4444444444444444,6.2631578947368425
39,27,2,27.375,0.8452380952380935,10,3,0,0,0.32,6.75
27,27,2,26.055555555555557,1.2166666666666672,41,3,0,0,0.1111111111111111,6.75
52,27,2,20.666666666666668,1.2500000000000027,28,3,0,1,0.47368421052631576,6.75
58,27,2,21.642857142857142,0.8928571428571426,34,3,0,1,0.0625,6.75
17,27,2,27.27777777777778,0.8250000000000006,38,3,0,1,0.35714285714285715,6.75
46,27,2,18.25,0.49999999999999606,40,3,1,1,0.08333333333333333,6.2631578947368425
50,27,2,23.666666666666668,0.8000000000000009,35,3,1,1,0.16666666666666666,6.2631578947368425
36,27,2,24.714285714285715,0.5535714285714299,31,3,1,1,0.4,6.2631578947368425
34,27,2,17.5,0.0,33,3,11,1,0.0,8.75
38,27,2,22.38888888888889,0.7666666666666666,32,3,10,1,0.35714285714285715,8.25
25,27,2,25.5,1.0000000000000007,45,3,3,1,0.125,6.885245901639344
21,27,2,26.5,0.7416666666666676,44,3,16,1,0.2222222222222222,5.0
32,27,2,18.75,1.2738095238095226,42,3,4,1,0.4444444444444444,6.686567164179104
55,28,3,23.374975,1.1785547619047612,46,3,0,1,0.14285714285714285,6.75
42,28,3,26.549979999999998,1.1848424242424243,34,3,0,1,0.0625,6.75
41,28,3,26.409072727272726,1.3454509090909095,38,3,0,1,0.35714285714285715,6.75
44,28,3,15.0,-8.119847570969573e-16,10,3,1,1,0.32,6.2631578947368425
